0.000000 0.000000
1.297547 0.000000
0.502417 0.000000
0.000519 0.000000
-0.306737 0.000000
-1.263438 0.000000
-0.398476 0.000000
1.224151 0.000000
0.725426 0.000000
0.013729 0.000000
-0.157138 0.000000
-1.138150 0.000000
-0.756752 0.000000
1.040144 0.000000
0.948132 0.000000
0.060980 0.000000
-0.060980 0.000000
-0.948132 0.000000
-1.040144 0.000000
0.756752 0.000000
1.138150 0.000000
0.157138 0.000000
-0.013729 0.000000
-0.725426 0.000000
-1.224151 0.000000
0.398476 0.000000
1.263438 0.000000
0.306737 0.000000
-0.000519 0.000000
-0.502417 0.000000
-1.297547 0.000000
-0.000000 0.000000
